@relation 'XXXXXXL2 2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,3-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lzly-R1,2,3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2-9,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R2-precision6'

@attribute 'kwota kredytu' numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {mezczyzna,kobieta}
@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'status pozyczki' {dobry,zly}

@data
600,'\'(55.2-67.6]\'',kobieta,13,3251,0,136,48,dobry
521.49,'\'(55.2-67.6]\'',kobieta,13,1525.46,1,33,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,11,1136.8,1,6,48,zly
800,'\'(55.2-67.6]\'',kobieta,13,3700,1,23,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,1538,1,99,48,dobry
200,'\'(67.6-inf)\'',mezczyzna,13,957.2,0,196,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,11,1459,1,6,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,3000,1,91,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,2100,1,159,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1400,1,115,48,dobry
600,'\'(55.2-67.6]\'',kobieta,13,2120,1,117,48,dobry
300,'\'(30.4-42.8]\'',kobieta,12,1027,1,5,48,dobry
700,'\'(55.2-67.6]\'',kobieta,13,1801.41,1,34,48,dobry
300,'\'(30.4-42.8]\'',mezczyzna,12,1017,1,54,6,zly
200,'\'(42.8-55.2]\'',mezczyzna,12,1030,1,6,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,13,1193.65,0,6,48,dobry
200,'\'(42.8-55.2]\'',kobieta,12,2000,2,31,23,dobry
800,'\'(42.8-55.2]\'',mezczyzna,11,2000,0,48,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,803.86,1,156,48,dobry
400,'\'(67.6-inf)\'',kobieta,13,1412,1,203,48,dobry
600,'\'(30.4-42.8]\'',kobieta,98,5000,0,82,48,dobry
275.97,'\'(30.4-42.8]\'',kobieta,11,1000,1,58,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,16,1045,0,198,48,dobry
500,'\'(-inf-30.4]\'',mezczyzna,17,1896,1,31,2,dobry
300,'\'(30.4-42.8]\'',kobieta,11,1200,1,189,48,dobry
900,'\'(30.4-42.8]\'',mezczyzna,12,1500,0,30,6,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1425,1,77,48,dobry
200,'\'(42.8-55.2]\'',kobieta,16,2300,1,60,48,dobry
400,'\'(42.8-55.2]\'',kobieta,11,2800,1,57,48,dobry
498.47,'\'(30.4-42.8]\'',kobieta,12,1600,1,11,0,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,1674.77,0,67,48,zly
300,'\'(42.8-55.2]\'',mezczyzna,13,995,0,170,48,zly
500,'\'(42.8-55.2]\'',mezczyzna,11,2011,0,211,48,dobry
450,'\'(42.8-55.2]\'',mezczyzna,12,1574.45,0,28,7,dobry
200,'\'(42.8-55.2]\'',kobieta,16,634.64,0,18,48,zly
400,'\'(30.4-42.8]\'',mezczyzna,11,1261.98,1,33,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1149.06,0,160,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,16,1313.41,1,24,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1200.29,1,19,48,dobry
326.61,'\'(30.4-42.8]\'',mezczyzna,11,1300,1,42,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,985.9,0,88,48,dobry
400,'\'(30.4-42.8]\'',kobieta,12,660,1,8,30,dobry
300,'\'(-inf-30.4]\'',mezczyzna,17,540.62,0,3,18,zly
200,'\'(55.2-67.6]\'',kobieta,16,755.1,0,133,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1079.14,0,116,48,zly
381.29,'\'(55.2-67.6]\'',mezczyzna,13,1591,1,74,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,1162,1,221,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,11,1600,1,269,48,zly
250,'\'(30.4-42.8]\'',mezczyzna,12,700,1,6,18,dobry
400,'\'(55.2-67.6]\'',mezczyzna,11,1250,1,103,48,zly
500,'\'(55.2-67.6]\'',kobieta,11,2249.14,1,241,48,dobry
400,'\'(67.6-inf)\'',kobieta,13,1517,0,134,48,zly
400,'\'(55.2-67.6]\'',kobieta,13,1013.74,1,111,48,dobry
400,'\'(55.2-67.6]\'',kobieta,11,1500,0,83,48,dobry
600,'\'(42.8-55.2]\'',kobieta,12,1675,1,6,5,dobry
700,'\'(55.2-67.6]\'',kobieta,13,5100,1,25,48,dobry
1000,'\'(30.4-42.8]\'',kobieta,11,3500,0,241,48,zly
200,'\'(42.8-55.2]\'',kobieta,11,1617.68,0,83,48,dobry
1000,'\'(42.8-55.2]\'',kobieta,16,2300,2,60,48,dobry
300,'\'(42.8-55.2]\'',kobieta,13,601.03,0,306,48,zly
400,'\'(55.2-67.6]\'',kobieta,13,1233,0,121,48,dobry
400,'\'(67.6-inf)\'',mezczyzna,13,940.49,0,261,48,zly
500,'\'(55.2-67.6]\'',mezczyzna,13,1768.93,1,270,48,dobry
400,'\'(42.8-55.2]\'',kobieta,11,3170,1,286,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,11,1037.34,0,30,48,zly
400,'\'(30.4-42.8]\'',kobieta,11,1239.05,1,204,48,dobry
396.61,'\'(42.8-55.2]\'',kobieta,12,2000,1,6,20,dobry
300,'\'(42.8-55.2]\'',mezczyzna,13,814.83,1,156,48,zly
200,'\'(55.2-67.6]\'',kobieta,13,832.92,0,138,48,zly
500,'\'(67.6-inf)\'',kobieta,13,951,1,161,48,dobry
281.29,'\'(42.8-55.2]\'',kobieta,12,1350,1,19,5,dobry
650,'\'(30.4-42.8]\'',kobieta,11,1065,1,56,48,zly
650,'\'(55.2-67.6]\'',mezczyzna,11,2600,0,134,48,zly
600,'\'(42.8-55.2]\'',mezczyzna,11,1800,1,124,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,11,1037,0,33,48,zly
250,'\'(55.2-67.6]\'',mezczyzna,16,633.56,1,109,48,dobry
200,'\'(30.4-42.8]\'',kobieta,12,1037,0,0,2,zly
200,'\'(67.6-inf)\'',mezczyzna,13,910.33,1,162,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,856,1,54,48,dobry
371.94,'\'(42.8-55.2]\'',kobieta,12,1500,1,6,1,dobry
700,'\'(-inf-30.4]\'',kobieta,11,1300,1,6,48,zly
500,'\'(42.8-55.2]\'',mezczyzna,11,1554.24,0,152,48,zly
800,'\'(-inf-30.4]\'',mezczyzna,12,1800,1,4,5,zly
200,'\'(55.2-67.6]\'',kobieta,13,713.78,0,26,48,zly
200,'\'(67.6-inf)\'',kobieta,13,965,1,245,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,11,2600,0,134,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1239,1,271,48,dobry
300,'\'(55.2-67.6]\'',kobieta,16,1389,0,89,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,984,0,7,48,dobry
600,'\'(42.8-55.2]\'',kobieta,12,830.46,0,42,30,dobry
500,'\'(55.2-67.6]\'',kobieta,16,1340,1,160,48,dobry
500,'\'(67.6-inf)\'',kobieta,13,640,1,137,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,616,1,246,48,dobry
300,'\'(42.8-55.2]\'',kobieta,12,1009.34,0,26,42,dobry
200,'\'(55.2-67.6]\'',kobieta,16,703,1,23,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,1200,0,25,48,zly
300,'\'(67.6-inf)\'',mezczyzna,13,1426,1,75,48,dobry
417.53,'\'(-inf-30.4]\'',mezczyzna,12,1300,1,5,20,dobry
300,'\'(30.4-42.8]\'',mezczyzna,11,2700,0,6,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,11,1700,1,36,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1500,1,43,48,dobry
900,'\'(55.2-67.6]\'',kobieta,17,684,1,189,23,dobry
202.73,'\'(30.4-42.8]\'',kobieta,11,2505,1,162,48,dobry
1500,'\'(55.2-67.6]\'',mezczyzna,98,3000,1,66,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,1300,1,65,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,12,1000,2,8,16,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1000,1,65,48,dobry
800,'\'(55.2-67.6]\'',mezczyzna,11,1000,1,61,48,dobry
1000,'\'(67.6-inf)\'',kobieta,13,2421.55,1,245,48,dobry
400,'\'(42.8-55.2]\'',kobieta,11,1172.2,1,34,48,dobry
600,'\'(30.4-42.8]\'',kobieta,11,1290,1,16,48,dobry
900,'\'(30.4-42.8]\'',kobieta,11,2200,0,34,48,dobry
200,'\'(55.2-67.6]\'',kobieta,16,921.58,0,18,48,zly
300,'\'(55.2-67.6]\'',kobieta,13,997,1,77,48,dobry
400,'\'(55.2-67.6]\'',kobieta,16,1279.58,0,160,48,zly
500,'\'(55.2-67.6]\'',kobieta,13,962,1,63,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,810,2,30,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,12,600,2,6,21,dobry
300,'\'(55.2-67.6]\'',kobieta,11,1680,1,387,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,12,611.36,1,0,2,dobry
265.58,'\'(55.2-67.6]\'',kobieta,13,1189,1,67,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1212,1,51,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1137.19,1,94,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,744.07,0,9,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,11,2100,0,48,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1130,1,101,48,dobry
900,'\'(55.2-67.6]\'',mezczyzna,11,1510,1,165,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,802.83,1,201,48,dobry
500,'\'(42.8-55.2]\'',kobieta,16,655,1,28,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1684,1,17,48,dobry
1000,'\'(55.2-67.6]\'',mezczyzna,13,3600,0,84,48,dobry
235.97,'\'(55.2-67.6]\'',kobieta,13,1428.55,1,136,48,dobry
200,'\'(42.8-55.2]\'',kobieta,12,990.34,0,53,19,dobry
1000,'\'(42.8-55.2]\'',kobieta,11,5800,1,52,48,dobry
350,'\'(55.2-67.6]\'',mezczyzna,13,1601.87,0,42,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,11,1400,1,11,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,12,1210,0,4,5,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,940,1,51,48,dobry
350,'\'(42.8-55.2]\'',kobieta,17,1031,0,49,11,dobry
1800,'\'(67.6-inf)\'',mezczyzna,13,2612,0,79,48,dobry
300,'\'(30.4-42.8]\'',mezczyzna,11,1800,1,164,48,dobry
200,'\'(55.2-67.6]\'',kobieta,16,634,0,49,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1474.55,0,63,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,99,1393.85,0,1,0,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1100,0,40,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,930,2,129,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1100,1,103,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,2800,1,320,48,dobry
769.94,'\'(42.8-55.2]\'',mezczyzna,11,2500,1,203,48,dobry
500,'\'(67.6-inf)\'',mezczyzna,13,1700,1,11,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,12,988,1,6,6,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1062,0,161,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,13,1503,1,164,48,dobry
400,'\'(42.8-55.2]\'',kobieta,11,1300,1,31,48,dobry
300,'\'(30.4-42.8]\'',kobieta,12,1200,1,5,8,dobry
700,'\'(67.6-inf)\'',mezczyzna,13,2098,1,197,48,dobry
1000,'\'(67.6-inf)\'',kobieta,13,2291,2,68,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,16,837,0,231,48,dobry
250,'\'(30.4-42.8]\'',kobieta,12,1040,0,0,0,zly
200,'\'(67.6-inf)\'',kobieta,13,730,0,565,48,dobry
300,'\'(42.8-55.2]\'',kobieta,12,1100,0,12,17,zly
500,'\'(42.8-55.2]\'',kobieta,11,1700,1,307,48,dobry
2000,'\'(55.2-67.6]\'',mezczyzna,11,2031,1,112,48,zly
200,'\'(67.6-inf)\'',kobieta,13,1442.43,2,140,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,11,1360,2,118,48,dobry
300,'\'(42.8-55.2]\'',kobieta,12,1050,0,30,5,dobry
500,'\'(55.2-67.6]\'',kobieta,16,892,0,200,48,dobry
1130.33,'\'(42.8-55.2]\'',kobieta,12,1500,1,11,15,dobry
400,'\'(55.2-67.6]\'',kobieta,13,850,1,65,48,dobry
800,'\'(55.2-67.6]\'',mezczyzna,12,2500,0,1,1,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1350,0,109,48,dobry
903.23,'\'(30.4-42.8]\'',kobieta,11,1900,1,178,48,dobry
700,'\'(42.8-55.2]\'',mezczyzna,11,3200,1,189,48,dobry
700,'\'(-inf-30.4]\'',kobieta,11,2100,0,19,48,dobry
200,'\'(42.8-55.2]\'',kobieta,17,547.89,0,54,5,dobry
600,'\'(-inf-30.4]\'',mezczyzna,17,443.65,0,10,26,zly
700,'\'(42.8-55.2]\'',mezczyzna,11,3000,0,0,48,zly
400,'\'(55.2-67.6]\'',kobieta,16,1411,1,64,48,dobry
700,'\'(-inf-30.4]\'',mezczyzna,12,1800,1,7,0,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1210,0,137,48,dobry
500,'\'(-inf-30.4]\'',kobieta,12,1447,2,18,5,dobry
300,'\'(30.4-42.8]\'',kobieta,11,1515.11,0,11,48,zly
300,'\'(-inf-30.4]\'',mezczyzna,12,1037.34,0,17,6,dobry
200,'\'(67.6-inf)\'',kobieta,13,785,1,62,48,dobry
449.7,'\'(-inf-30.4]\'',mezczyzna,99,980,2,8,1,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,1320,1,344,48,dobry
200,'\'(67.6-inf)\'',kobieta,16,959.6,1,114,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,1700,1,87,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,13,3900,2,27,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,720.19,0,91,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,99,750,1,1,4,dobry
500,'\'(42.8-55.2]\'',kobieta,13,1425,1,16,48,zly
300,'\'(42.8-55.2]\'',kobieta,11,1077.49,1,374,48,dobry
200,'\'(30.4-42.8]\'',kobieta,99,2800,2,7,0,zly
600,'\'(42.8-55.2]\'',mezczyzna,11,4000,2,7,48,dobry
700,'\'(55.2-67.6]\'',mezczyzna,13,2010,0,136,48,dobry
1000,'\'(30.4-42.8]\'',mezczyzna,11,2258,2,73,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,17,985,2,10,1,dobry
392.14,'\'(55.2-67.6]\'',kobieta,13,1668,2,89,48,dobry
441.91,'\'(42.8-55.2]\'',kobieta,11,1050,1,15,48,zly
200,'\'(55.2-67.6]\'',mezczyzna,13,1672.59,0,19,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,12220,0,69,48,dobry
600,'\'(42.8-55.2]\'',mezczyzna,16,588,2,425,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,611,0,138,48,dobry
230,'\'(55.2-67.6]\'',kobieta,13,1065,1,19,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,13,1261.6,1,51,48,dobry
1000,'\'(30.4-42.8]\'',mezczyzna,11,1200,0,24,48,zly
400,'\'(55.2-67.6]\'',kobieta,13,1454.91,1,39,48,dobry
300,'\'(-inf-30.4]\'',kobieta,12,1634,0,9,0,dobry
1000,'\'(67.6-inf)\'',kobieta,13,1900,0,256,48,zly
500,'\'(30.4-42.8]\'',mezczyzna,11,2700,2,12,48,dobry
799.84,'\'(55.2-67.6]\'',kobieta,11,1680,2,68,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,12,1400,0,9,23,dobry
200,'\'(30.4-42.8]\'',kobieta,12,1037,0,8,5,zly
432.44,'\'(67.6-inf)\'',kobieta,13,1072,2,152,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,16,763.38,1,211,48,dobry
500,'\'(42.8-55.2]\'',kobieta,16,1045.6,2,9,48,dobry
400,'\'(-inf-30.4]\'',mezczyzna,11,1888.27,1,75,48,dobry
500,'\'(30.4-42.8]\'',kobieta,11,2927,0,201,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,11,1842.86,0,4,48,dobry
600,'\'(55.2-67.6]\'',mezczyzna,13,3100,0,137,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,13,1688.82,0,97,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1240,2,68,48,dobry
400,'\'(-inf-30.4]\'',mezczyzna,12,900,2,15,5,dobry
300,'\'(42.8-55.2]\'',kobieta,11,1400,2,22,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1026,2,248,48,dobry
281.29,'\'(42.8-55.2]\'',kobieta,11,1700,2,205,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,11,3000,2,212,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,763,1,91,48,dobry
400,'\'(30.4-42.8]\'',kobieta,99,645.31,0,7,4,dobry
300,'\'(67.6-inf)\'',kobieta,13,729.03,2,258,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1090.14,1,73,48,dobry
600,'\'(55.2-67.6]\'',mezczyzna,11,2458,0,146,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,714,2,222,48,dobry
200,'\'(55.2-67.6]\'',kobieta,16,1389,1,89,48,dobry
381.29,'\'(67.6-inf)\'',kobieta,13,1291.18,2,77,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,12,1952.35,1,1,10,dobry
300,'\'(55.2-67.6]\'',mezczyzna,17,607.95,0,213,29,zly
900,'\'(55.2-67.6]\'',kobieta,13,1370,1,74,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,665.92,2,124,48,zly
300,'\'(-inf-30.4]\'',mezczyzna,11,1226,0,2,48,zly
400,'\'(55.2-67.6]\'',kobieta,13,1170,0,76,48,dobry
400,'\'(55.2-67.6]\'',kobieta,11,1187.06,1,132,48,dobry
400,'\'(42.8-55.2]\'',kobieta,17,990,2,70,16,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,2080,2,320,48,dobry
400,'\'(42.8-55.2]\'',kobieta,12,1700,2,52,1,dobry
200,'\'(-inf-30.4]\'',kobieta,11,1373.34,0,56,48,dobry
200,'\'(-inf-30.4]\'',kobieta,17,1200,2,164,17,dobry
600,'\'(30.4-42.8]\'',kobieta,11,2400,1,112,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,17,1485,1,142,47,dobry
200,'\'(-inf-30.4]\'',mezczyzna,12,1136.86,0,8,15,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1362,2,54,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,3250,1,2,48,zly
500,'\'(55.2-67.6]\'',mezczyzna,16,1600,0,9,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,16,730,0,114,48,zly
426.61,'\'(42.8-55.2]\'',kobieta,11,2470,2,356,48,dobry
400,'\'(42.8-55.2]\'',kobieta,12,1040,2,15,4,zly
400,'\'(55.2-67.6]\'',kobieta,13,1015,2,107,48,dobry
700,'\'(30.4-42.8]\'',kobieta,11,1557.5,0,185,48,zly
200,'\'(67.6-inf)\'',kobieta,13,1017,2,160,48,dobry
350,'\'(42.8-55.2]\'',kobieta,17,547.89,1,54,5,dobry
600,'\'(30.4-42.8]\'',kobieta,11,1800,1,49,48,dobry
800,'\'(30.4-42.8]\'',kobieta,11,2050,0,26,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,910,2,67,48,dobry
200,'\'(30.4-42.8]\'',mezczyzna,11,2284.23,0,300,48,dobry
400,'\'(42.8-55.2]\'',kobieta,11,1577.42,2,205,48,dobry
600,'\'(30.4-42.8]\'',kobieta,12,855,2,42,18,zly
600,'\'(30.4-42.8]\'',kobieta,12,1540,1,36,3,dobry
575.74,'\'(30.4-42.8]\'',mezczyzna,11,2050,2,116,48,dobry
400,'\'(42.8-55.2]\'',kobieta,11,2368.57,0,413,48,dobry
300,'\'(-inf-30.4]\'',kobieta,17,540.62,0,29,20,zly
1000,'\'(55.2-67.6]\'',kobieta,13,1875.17,0,97,48,zly
500,'\'(42.8-55.2]\'',kobieta,11,4900,0,8,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1457,1,77,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1216,2,140,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1280,2,14,48,dobry
400,'\'(30.4-42.8]\'',kobieta,99,490.99,0,3,5,zly
500,'\'(42.8-55.2]\'',kobieta,11,1800,2,51,48,dobry
800,'\'(55.2-67.6]\'',mezczyzna,13,1798.71,0,133,48,zly
600,'\'(-inf-30.4]\'',mezczyzna,11,1110,0,7,48,zly
670.73,'\'(55.2-67.6]\'',kobieta,13,930,2,92,48,dobry
500,'\'(30.4-42.8]\'',mezczyzna,11,1500,1,101,48,zly
400,'\'(30.4-42.8]\'',mezczyzna,11,1033,1,34,48,zly
500,'\'(55.2-67.6]\'',kobieta,13,1160,1,76,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1244.77,2,37,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,930,2,240,48,dobry
500,'\'(67.6-inf)\'',kobieta,13,1200,2,118,48,dobry
600,'\'(67.6-inf)\'',mezczyzna,13,2015.55,0,109,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1085,2,166,48,dobry
500,'\'(-inf-30.4]\'',mezczyzna,11,2700,2,62,48,dobry
400,'\'(30.4-42.8]\'',kobieta,11,980.11,2,42,48,dobry
500,'\'(-inf-30.4]\'',mezczyzna,12,1139.48,0,3,17,zly
200,'\'(67.6-inf)\'',kobieta,13,866.46,2,195,48,dobry
700,'\'(55.2-67.6]\'',kobieta,13,1872,2,32,48,dobry
600,'\'(42.8-55.2]\'',mezczyzna,12,2673.17,2,110,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1400,1,52,48,dobry
500,'\'(30.4-42.8]\'',kobieta,11,1700,1,197,48,dobry
400,'\'(30.4-42.8]\'',mezczyzna,11,2700,1,5,48,zly
500,'\'(55.2-67.6]\'',mezczyzna,16,1770,2,87,48,dobry
500.8,'\'(30.4-42.8]\'',kobieta,98,4000,2,16,48,dobry
1000,'\'(55.2-67.6]\'',kobieta,11,2670,2,86,48,dobry
250,'\'(67.6-inf)\'',mezczyzna,13,625.86,0,258,48,zly
200,'\'(-inf-30.4]\'',mezczyzna,17,728,2,99,33,dobry
200,'\'(55.2-67.6]\'',kobieta,13,757.1,0,198,48,zly
200,'\'(55.2-67.6]\'',kobieta,13,2113.24,1,59,48,dobry
300,'\'(42.8-55.2]\'',kobieta,16,685,0,39,48,dobry
400,'\'(55.2-67.6]\'',kobieta,11,1906.42,0,212,48,dobry
281.29,'\'(55.2-67.6]\'',mezczyzna,13,1561.87,1,197,48,zly
200,'\'(42.8-55.2]\'',kobieta,12,984.34,1,15,5,dobry
200,'\'(67.6-inf)\'',kobieta,13,907,0,235,48,dobry
385.97,'\'(42.8-55.2]\'',kobieta,11,1721.7,2,119,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,16,726,2,234,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,936,2,29,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,13,1900,2,149,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1817.24,0,15,48,dobry
200,'\'(30.4-42.8]\'',kobieta,98,520,0,27,48,zly
850,'\'(67.6-inf)\'',mezczyzna,16,1100,2,136,48,zly
400,'\'(55.2-67.6]\'',kobieta,11,1730.13,0,193,48,dobry
337.64,'\'(30.4-42.8]\'',kobieta,11,2709.34,2,181,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1399.99,0,12,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,12,1963.88,1,3,2,dobry
600,'\'(55.2-67.6]\'',kobieta,13,1050,2,138,48,dobry
520.7,'\'(-inf-30.4]\'',mezczyzna,17,926,2,53,0,zly
356.68,'\'(-inf-30.4]\'',mezczyzna,17,926,2,53,0,zly
600,'\'(42.8-55.2]\'',kobieta,11,1443,2,31,48,dobry
1000,'\'(55.2-67.6]\'',kobieta,13,1820,2,67,48,dobry
1000,'\'(67.6-inf)\'',kobieta,13,2100,2,53,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,16,650.77,0,46,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,784,1,37,48,zly
300,'\'(-inf-30.4]\'',mezczyzna,11,1000,2,55,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1026,2,53,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,11,1500,1,398,48,dobry
200,'\'(67.6-inf)\'',mezczyzna,13,1420,1,50,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,13,1217,0,48,48,dobry
400,'\'(42.8-55.2]\'',kobieta,16,1362,2,27,48,dobry
300,'\'(-inf-30.4]\'',kobieta,11,901,1,38,48,dobry
400,'\'(67.6-inf)\'',mezczyzna,13,3181,0,49,48,dobry
600,'\'(30.4-42.8]\'',mezczyzna,11,1750,0,6,48,zly
500,'\'(55.2-67.6]\'',mezczyzna,13,1530,2,32,48,dobry
200,'\'(-inf-30.4]\'',kobieta,12,980,2,7,3,dobry
200,'\'(-inf-30.4]\'',mezczyzna,16,540.62,0,63,48,zly
300,'\'(42.8-55.2]\'',mezczyzna,11,3217,0,271,48,dobry
700,'\'(55.2-67.6]\'',mezczyzna,13,3040,2,201,48,dobry
200,'\'(55.2-67.6]\'',kobieta,17,1100,0,25,9,dobry
200,'\'(42.8-55.2]\'',kobieta,11,932.34,2,397,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,11,1400,0,22,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1229.15,0,86,48,zly
450,'\'(67.6-inf)\'',mezczyzna,13,2000,2,42,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1077,2,183,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,865,2,126,48,dobry
200,'\'(55.2-67.6]\'',kobieta,11,983.97,0,76,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,1344.9,1,44,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1107,0,12,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,967.64,1,321,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,11,2100,1,187,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,722.05,1,197,48,dobry
